X1,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,BusinessAcceptsCreditCards,BikeParking,GoodForKids,ByAppointmentOnly,RestaurantsPriceRange2,DogsAllowed,RestaurantsTakeOut,RestaurantsReservations,RestaurantsGoodForGroups,HasTV,RestaurantsDelivery,OutdoorSeating,Caters,WheelchairAccessible,RestaurantsTableService,HappyHour,BusinessAcceptsBitcoin,BYOB,Corkage,GoodForDancing,CoatCheck,DriveThru,AgesAllowed,RestaurantsCounterService,Open24Hours,alcohol_beer_and_wine,alcohol_full_bar,alcohol_none,touristy,hipster,romantic,intimate,trendy,upscale,classy,casual,divey,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,bn_monday,bn_tuesday,bn_friday,bn_wednesday,bn_thursday,bn_sunday,bn_saturday,garage,street,validated,lot,valet,byobcorkage_no,byobcorkage_yes_corkage,byobcorkage_yes_free,dairy-free,gluten-free,vegan,kosher,halal,soy-free,vegetarian,music_dj,music_background_music,music_no_music,music_jukebox,music_live,music_video,music_karaoke,wifi_free,wifi_no,wifi_paid
60257,9BeOKr8DGzDEmdoe-FzQbg,Kennedy Manor Dining Room & Bar,"1 Langdon St, Ste 103",Madison,WI,53703,43.078359999999996,-89.3897099,3.5,12,0,"American (New), Restaurants","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0'}",1,,0,,2,,,1,1,1,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
60265,OlA7h9oOttqTALudvEUzTg,Gloria's Mexican Restaurant,610 Junction Rd,Madison,WI,53717,43.073255200000006,-89.5266501,4,110,1,"Restaurants, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,1,1,,1,0,1,1,1,1,0,0,1,1,1,,,,,,,,,,,0,1,0,0,,0,0,,0,0,1,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
60668,cugTYtxVL2Q6Kkd8w4xMNw,Uno Pizzeria & Grill,7601 Mineral Point Rd.,Madison,WI,53717,43.0601823,-89.51387530000001,2.5,29,0,"American (Traditional), Pizza, Burgers, Restaurants, Gluten-Free","{'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-22:0'}",1,0,1,,2,,1,1,1,1,1,1,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
61009,zY5Y1rYbS_6zrs1s5Ea2SA,Rocky Rococo Pan Style Pizza,66 W Towne Mall,Madison,WI,53719,43.0569762,-89.50557490000001,2,5,1,"Restaurants, Pizza","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '11:0-18:0'}",0,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0
61380,WwQ0sr3wDk2jCMre_3mS7A,Big Red's Steaks,610 University Ave,Madison,WI,53175,43.073336100000006,-89.396349,3.5,17,0,"Restaurants, Steakhouses","{'Monday': '11:0-23:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-3:30', 'Thursday': '11:0-3:30', 'Friday': '11:0-3:30', 'Saturday': '11:0-3:30'}",1,,1,,1,,1,0,1,1,1,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
61579,dsvLqlcYaD0QbVGjVKm-lg,Alt' N Bach's Town Tap,2602 Whalen Ln,Madison,WI,53713,43.0368019,-89.4184613,4,43,0,"American (Traditional), Bars, Restaurants, Nightlife, Sports Bars, Dive Bars","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '11:0-2:0'}",1,1,1,,1,,1,0,1,1,0,1,0,,,1,,,,0,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
61634,9BohUwW-fTfcpiBT782Fkg,Which Wich,411 State St,Madison,WI,53703,43.074611,-89.3923329,3.5,22,0,"Sandwiches, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",1,1,1,,1,,1,0,1,1,,0,,,0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
61741,nWP6dgMGmihB7yMsIRmcPg,Talula,802 Atlas Ave,Madison,WI,53714,43.085614899999996,-89.3095407,3.5,13,0,"Restaurants, American (New)","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '16:30-22:0', 'Sunday': '10:0-22:0'}",1,,1,,2,,1,1,1,,0,1,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,0,1,0,0,1,0,1,0,,,,,,,,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
61804,hpqfvUCTTstmCFoUg7q_pw,Antojitos el Toril,515 Cottage Grove Rd,Madison,WI,53774,43.083613,-89.3180388,3,16,0,"Mexican, Restaurants",,1,,1,,1,,1,0,1,,0,1,,,,,,,,,,,,,,1,0,0,,,,,,,,,,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
61883,aiI4CxuCeIj_BnGaJyU1dg,The Blue Marlin,101 N Hamilton St,Madison,WI,53703,43.0768864,-89.38389740000001,4,48,0,"Seafood, Restaurants","{'Monday': '17:0-21:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",1,1,0,,3,,0,1,0,0,0,1,0,,,1,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,0,1,0
61921,Mk5ApDfSmV7Gl1_fOWB1lg,Freaky's Pizza and Wings,"2825 University Ave, Ste C",Madison,WI,53705,43.0741406,-89.4373888,4.5,7,0,"Pizza, Sandwiches, Restaurants, Chicken Wings","{'Monday': '16:0-2:30', 'Tuesday': '16:0-2:30', 'Wednesday': '16:0-2:30', 'Thursday': '16:0-2:30', 'Friday': '16:0-3:0', 'Saturday': '16:0-3:0', 'Sunday': '16:0-0:0'}",1,0,,0,,0,1,0,,1,1,0,1,1,0,0,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
62073,MQb3PUxPJKYNQOY7g9bc_A,Rocky Rococo Pan Style Pizza - North/East,1753 Thierer Rd,Madison,WI,53704,43.1232835811,-89.31311221530001,2.5,16,0,"Pizza, Salad, Restaurants, Italian","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '11:0-22:0'}",1,,1,,2,,1,0,1,1,1,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
62269,NiBzh0kHusvH5rdnpm7yVw,Bandung Indonesian Restaurant,"600 Williamson St, Ste M",Madison,WI,53703,43.076603999999996,-89.3745656,4,230,1,"Seafood, Thai, Indonesian, Restaurants, Vegetarian, Asian Fusion","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}",1,1,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,1,0,0
62338,ZliwQrjUnAosBLM8W_bsGQ,Grampa's Pizzeria,1374 Willamson St,Madison,WI,53703,43.085615999999995,-89.361521,4.5,245,1,"Nightlife, Bars, Food, Restaurants, Pizza","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-21:0'}",1,1,0,,2,,1,0,1,1,0,0,0,,1,1,,,,0,0,,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0
62424,lYbyy6TTmpk_mlYuYAWkDg,Ground Zero Coffee,744 Williamson St,Madison,WI,53703,43.07827,-89.372077,4,71,1,"Coffee & Tea, Cafes, Restaurants, Food, Sandwiches","{'Monday': '6:30-18:0', 'Tuesday': '6:30-18:0', 'Wednesday': '6:30-18:0', 'Thursday': '6:30-18:0', 'Friday': '6:30-18:0', 'Saturday': '7:0-18:0', 'Sunday': '7:0-18:0'}",1,1,1,,1,,1,0,1,1,0,1,0,,0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,,,,,,,,1,1,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
62656,9muoOpBgraI4xtP0ZhZACA,Betty Lou Cruises,5339 Lighthouse Bay Dr,Madison,WI,53704,43.1488352587,-89.40691940239999,3.5,29,1,"Tours, Boat Charters, American (New), Restaurants, Travel Services, Hotels & Travel, Venues & Event Spaces, Caterers, Event Planning & Services","{'Monday': '8:0-0:0', 'Tuesday': '8:0-0:0', 'Wednesday': '8:0-0:0', 'Thursday': '8:0-0:0', 'Friday': '8:0-0:0', 'Saturday': '8:0-0:0', 'Sunday': '8:0-0:0'}",1,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,1,0
62660,s44Pr0mXmAtxiRqz_m9CPA,Murphy's Bar and Restaurant,5344 Hwy 113,Madison,WI,53704,43.149324,-89.399159,3.5,38,1,"Restaurants, American (Traditional), Pubs, Nightlife, Bars",,1,0,1,,1,,1,0,1,1,0,1,0,,1,1,,,,,0,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0
62676,VDvcxFhe3NttPUzftJmHjw,Sunprint On The Square,10 W Mifflin St,Madison,WI,53703,43.075430499999996,-89.38582199999999,3.5,34,0,"Food, Coffee & Tea, Sandwiches, Restaurants","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '9:0-14:0'}",1,0,1,,1,,1,1,1,0,1,1,1,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
62726,YTgckzzgjyNZn2Mqbv7pXw,Lalo's Mexican Restaurant,5510 University Ave,Madison,WI,53705,43.083089,-89.475494,3,6,0,"Restaurants, Tacos, New Mexican Cuisine, Mexican, Bars, Nightlife, Cocktail Bars","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:30'}",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0
62750,5XSmSsHpQI5hvB90URhJtQ,Denny's,1798 Thierer Rd,Madison,WI,53704,43.123154988100005,-89.3143174052,2,22,1,"Breakfast & Brunch, Restaurants, Fast Food, Diners, American (Traditional), Burgers","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,1,1,,1,,1,0,1,1,1,0,0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
62919,_xcDTH9G4LDqADfpmok6SQ,Pizza Hut,"2935 S Fish Hatchery Rd, Ste 1",Madison,WI,53711,43.0141321858,-89.4276487827,1.5,7,1,"Restaurants, Pizza, Chicken Wings, Italian","{'Monday': '10:30-23:0', 'Tuesday': '10:30-23:0', 'Wednesday': '10:30-23:0', 'Thursday': '10:30-23:0', 'Friday': '10:30-0:0', 'Saturday': '10:30-0:0', 'Sunday': '10:30-23:0'}",1,,1,,1,,1,0,0,1,1,0,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0
62927,ShGGqJ0ugPw9N4yL7QlO-Q,Fair Oaks Diner,44 S Fair Oaks Ave,Madison,WI,53714,43.098586100000006,-89.3341647,3,22,1,"Food, Diners, Restaurants",,0,1,0,,1,,,0,0,1,,1,0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
63624,Dz5Rpgah4pYjo-9wyieHHA,Enrique's Market,1417 Northport Dr,Madison,WI,53704,43.1339789,-89.372023,4,10,1,"Grocery, Restaurants, Mexican, Food",,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
63647,fdX_eu-dCaKsDaK_itNIzQ,Tutto Pasta State St,305 State St,Madison,WI,53703,43.0746802,-89.3902933,3,213,1,"Restaurants, Italian","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,1,1,,2,0,1,1,1,1,1,1,0,,1,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
63879,tyo6QzKpnUVTjXoq91FBuQ,Toby's Supper Club,3717 S Dutch Mill Rd,Madison,WI,53718,43.0440039,-89.302752,3.5,149,1,"American (Traditional), Restaurants","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:0'}",1,0,1,,2,,1,1,1,1,0,0,0,,1,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,1,0,,0,1,0,,,,,,,,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
63882,ZS9nhMMn6KdvdaB4L4G3vw,Kakilima Food Cart,Library Mall,Madison,WI,53703,43.075391700000004,-89.3989853,4,15,1,"Indonesian, Restaurants, Food, Food Trucks",,0,1,1,,1,,1,0,1,1,0,1,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,1,0
63905,o_nzVUVvwBYl3itDdzMddw,Bennett's Meadowood Country Club,2009 Freeport Rd,Madison,WI,53711,43.032073,-89.4604622,3.5,29,1,"Arts & Entertainment, Country Clubs, Breakfast & Brunch, Burgers, Restaurants, Bars, Sports Bars, Nightlife, Dive Bars","{'Monday': '6:0-2:0', 'Tuesday': '6:0-2:0', 'Wednesday': '6:0-2:0', 'Thursday': '6:0-2:0', 'Friday': '6:0-2:0', 'Saturday': '6:0-2:0', 'Sunday': '6:0-20:0'}",0,1,0,,1,,1,0,1,1,0,1,0,,0,1,,,,0,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0
64127,AcW_Km7jkGBr4rJdIrIP4w,El Pastor,2010 S Park St,Madison,WI,53713,43.0440409,-89.3944867,4,99,1,"Mexican, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0'}",1,0,1,,1,0,1,0,1,1,1,0,1,1,1,,0,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
64237,pUmECN5N94AQAe0DtptuYA,Burrito Drive,310 S Brearly St,Madison,WI,53703,43.0810278,-89.3689566,3.5,187,1,"Tex-Mex, Mexican, Desserts, Restaurants, Food","{'Monday': '11:0-3:0', 'Tuesday': '11:0-3:0', 'Wednesday': '11:0-3:0', 'Thursday': '11:0-3:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-3:0'}",1,1,1,,2,,1,0,1,1,1,0,0,1,0,,,,,,,,,,,1,0,0,0,,0,0,0,0,0,1,,0,,0,1,0,,,,,,,,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
64351,x8EXXJpcbrIeaVefej2aJw,Takara,696 S Whitney Way,Madison,WI,53711,43.0502739,-89.47455,3.5,120,0,"Japanese, Sushi Bars, Restaurants","{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-22:30', 'Saturday': '16:30-22:30', 'Sunday': '13:0-22:0'}",1,1,1,,2,,1,1,1,0,1,0,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,0,1,0
64471,FTo64sohiSRBRM9e9NzeAQ,El Sabor de Puebla,305 N 4th St,Madison,WI,53704,43.098396,-89.357038,4,60,1,"Mexican, Restaurants","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",1,0,1,,1,0,1,1,1,0,0,1,1,1,1,,0,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
64932,Lu11ceuxJWh3dgRaPZGbsQ,QDOBA Mexican Eats,4718 E Towne Blvd,Madison,WI,53704,43.1302659456,-89.3034115434,3,36,1,"Fast Food, Caterers, Event Planning & Services, Restaurants, Mexican","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}",1,1,1,,1,,1,0,1,1,0,1,1,,0,,,,0,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,0,1,0
64952,zjwdU1OdlbKTGjm-IfD4TQ,Essen Haus,514 E Wilson St,Madison,WI,53703,43.0761958,-89.3764927,3.5,214,1,"German, Nightlife, Restaurants, Arts & Entertainment, Bars, Music Venues","{'Tuesday': '15:0-22:0', 'Wednesday': '15:0-22:0', 'Thursday': '15:0-0:0', 'Friday': '15:0-2:30', 'Saturday': '15:0-2:30', 'Sunday': '15:0-22:0'}",1,1,1,,2,0,1,1,1,0,0,1,0,1,1,1,0,,,,,,,,,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,0,1,0,0,1,0,0
65341,BPP4_OSqA-KoTDEBWH2ZaA,Legacy House Imports - Tea Room,4221 Lien Rd,Madison,WI,53704,43.1207245,-89.3101305,5,17,1,"Food, Tea Rooms, Restaurants, Coffee & Tea, Desserts, Shopping","{'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '10:0-17:0', 'Sunday': '11:0-17:0'}",1,1,,,2,,1,,,,,0,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
65910,jRaFF30eNwAGD4mLP-wNcw,The Audrey Kitchen + Bar,9 E Wilson St,Madison,WI,53703,43.072736299999995,-89.3805435,4,11,1,"Restaurants, American (New)","{'Monday': '6:30-0:0', 'Tuesday': '6:30-0:0', 'Wednesday': '6:30-0:0', 'Thursday': '6:30-0:0', 'Friday': '6:30-2:0', 'Saturday': '7:0-2:0', 'Sunday': '7:0-23:0'}",1,1,,,,,1,1,,1,0,0,1,1,1,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,,,,,,,,1,1,0,1,1,0,0,0,,,,,,,,,,,,,,,0,0,1
65961,O6bQ22yfG5Q3BAL8pWuaSw,Tex Tubb's Taco Palace,2701 University Ave,Madison,WI,53705,43.0730116,-89.4341454,3,27,0,"Tex-Mex, Restaurants, Mexican","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-22:0'}",1,,1,,2,,1,0,1,,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
65999,8VjuH2GhJXauUigEEX9Q7Q,La Nopalera,5606 Schroeder Rd,Madison,WI,53711,43.046632,-89.476479,4.5,46,1,"Mexican, Restaurants, Sandwiches, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Food","{'Monday': '0:0-0:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-14:0'}",1,0,1,,1,0,1,0,1,1,1,0,1,1,0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
66053,3a1w3Ufs9CCC3GJTAV8EpQ,McDonald's,4500 University Ave,Madison,WI,53705,43.0759110665,-89.4548245015,2.5,10,1,"Fast Food, Burgers, Coffee & Tea, Food, Restaurants","{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '5:0-23:0', 'Sunday': '5:0-23:0'}",1,,1,,1,,1,0,1,,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
66112,Fr3Dz0_fOSGBroXEUF9BiA,Madison's,119 King St,Madison,WI,53703,43.0745303938,-89.38053080969999,3.5,145,1,"Nightlife, Bars, American (New), Lounges, Restaurants, Dance Clubs, American (Traditional)","{'Tuesday': '16:0-2:0', 'Wednesday': '16:0-2:0', 'Thursday': '16:0-2:0', 'Friday': '16:0-2:30', 'Saturday': '10:0-2:30', 'Sunday': '10:0-15:0'}",1,1,0,,2,,1,,1,1,1,1,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0
66457,x6RgesZWfibmBAvBr8pYdg,Stella's Bakery,2908 Syene Rd,Madison,WI,53713,43.032084399999995,-89.3946229,4.5,49,1,"Bakeries, Food, Restaurants","{'Monday': '8:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0'}",1,1,,,2,,1,,,,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
66735,EiHj4zrEOA8SlMO69qSHZg,Mom's Deli,4602 Monona Dr,Madison,WI,53716,43.070096,-89.3253969,4,7,0,"Delis, Asian Fusion, Chicken Wings, Restaurants, Malaysian","{'Monday': '11:0-18:0', 'Tuesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-18:0'}",1,1,1,,1,,1,0,0,0,0,0,,,0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
66797,SVePVlaBdJM6Vm8tyLphOg,Palette Bar & Grill,901 E Washington Ave,Madison,WI,53703,43.0824653982,-89.3726792593,4,17,1,"Nightlife, Restaurants, Bars, American (Traditional), Cocktail Bars, Breakfast & Brunch","{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-1:0', 'Saturday': '16:0-1:0', 'Sunday': '16:0-0:0'}",1,,,,2,0,1,1,1,1,0,0,0,1,1,1,0,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,,,,,,,,0,1,0,0,1,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0
66929,D-S-jam-C7c3YKp2dO-bag,Dubai Mediterranean Restaurant & Bar,419 State St,Madison,WI,53703,43.074679700000004,-89.3926808,4,43,1,"Restaurants, Arabian, Mediterranean, Kebab, Nightlife, Bars, Syrian, Hookah Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-22:0'}",1,,1,,1,,1,0,1,1,1,1,,1,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0
